OTUID	SA118VXL	SA001V3L	SA002V1R	SA008V3R	SA009V3R	SA016V3R	SA024V3L	SA053V1R	SA055V3R	SA056V1R	SA057V1R	SA058V1L	SA064V5L	SA066V1R	SA069V3R	SA074V1R	SA076V1R	SA071VXR	SA077V1R	SA078V1R	SA081V1L	SA082V1R	SA087V1L	SA088V3L	SA094V1L	SA096V1R	SA091V1R	SA100V1L	SA101V1L	SA098V1L	SA104V1L	SA105V1L	SA106V1L	SA112V1R	SA115V1L	SA116V1L	SA120V1L	SA122V1L	SA123V1L	SA125V1L	SA126V1L	SA130V1R	SA132VXR	SA133V1R	SA135V1R	SA140V1R	SA141V1R	SA142V1L	SA143V1R	SA144V1L	SA145V1L	SA146V1L	SA147V1L	SA148V1L	SA121VXL	SA138V1R	SA114VXR	SA070V1L	SA084V1L	SA039V5L	SA109V1R	SA127V1L
New.CleanUp.ReferenceOTU50147	0	0	0	0	31	25	1	0	12	26	0	0	4	17	1	0	1	0	0	0	0	0	0	0	11	3	0	0	0	108	17	0	4	1	31	0	0	25	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	27	0	38	0	1	6	0
New.CleanUp.ReferenceOTU33229	0	0	0	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
New.CleanUp.ReferenceOTU56241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0
New.CleanUp.ReferenceOTU65916	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0
New.CleanUp.ReferenceOTU73538	0	0	1	1	2	2	0	0	8	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
New.CleanUp.ReferenceOTU64893	0	0	0	0	8	5	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	279	4	0	1	0	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	2	2	0
930926	0	0	0	0	123	154	0	0	30	196	0	0	40	76	0	0	5	0	0	0	0	0	0	0	175	90	0	0	0	1878	188	0	96	4	433	0	0	33	0	0	2	0	0	0	0	181	0	0	0	0	0	0	0	0	1	127	0	288	0	0	196	0
New.ReferenceOTU474	2	0	0	0	1	30	0	0	0	25	0	0	1	11	0	0	0	0	0	0	0	0	1	0	18	0	0	2	1	504	80	1	27	0	150	1	3	8	2	0	1	1	0	0	2	2	1	0	0	0	0	1	0	0	0	10	2	102	0	1	40	0
990201	0	0	0	0	2	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	6	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0
New.CleanUp.ReferenceOTU34122	0	0	0	0	9	10	0	0	2	4	0	0	2	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	8	3	0	1	1	8	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0
New.ReferenceOTU87	0	0	0	0	68	119	1	0	17	110	0	0	5	11	0	0	4	0	0	0	2	0	0	0	174	42	0	0	0	56	69	0	48	8	139	0	0	7	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	78	0	84	0	0	55	0
New.CleanUp.ReferenceOTU62554	0	0	0	0	0	6	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	0
New.CleanUp.ReferenceOTU30560	0	0	0	0	4	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	57	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2	0	0	8	0
New.CleanUp.ReferenceOTU71169	0	0	0	0	1	1	0	0	0	0	0	0	37	1	0	0	0	0	0	0	0	0	0	0	1	84	0	0	0	38	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	38	0	2	0	0	3	0
New.CleanUp.ReferenceOTU68113	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
New.CleanUp.ReferenceOTU52802	0	0	0	0	11	21	0	0	1	11	0	0	1	12	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	104	7	0	2	0	42	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	22	0	0	21	0
New.CleanUp.ReferenceOTU63771	0	0	0	0	0	3	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	118	5	0	4	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	7	0
New.CleanUp.ReferenceOTU64555	0	0	0	0	0	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	3	0
902956	0	0	0	0	0	16	0	0	0	35	0	0	1	9	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	432	29	0	19	0	94	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	10	0	21	0	0	50	0
New.CleanUp.ReferenceOTU32831	0	0	0	0	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0
New.CleanUp.ReferenceOTU41571	0	0	0	0	7	0	0	0	20	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
New.ReferenceOTU84	13	130	0	28	163	385	6	0	54	366	15	6	19	41	26	0	20	14	4	31	1	3	25	25	507	131	46	9	49	72	271	1	116	44	441	23	49	39	58	0	31	10	36	3	22	204	14	3	0	1	62	6	7	4	0	327	7	202	0	110	165	0
New.CleanUp.ReferenceOTU35340	0	0	0	0	2	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0
New.CleanUp.ReferenceOTU26714	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
New.CleanUp.ReferenceOTU17207	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
New.ReferenceOTU478	0	0	0	3	0	2	0	0	0	0	3	1	1	2	19	0	1	0	0	2	0	0	5	0	0	0	0	2	0	0	2	0	0	2	8	0	0	0	2	0	0	0	10	1	0	0	85	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0
New.CleanUp.ReferenceOTU68842	0	0	0	0	0	1	0	4	1	3	7	0	0	22	28	0	0	0	0	1	0	0	15	0	1	0	0	0	0	0	5	0	1	1	26	1	1	0	2	0	0	1	8	0	0	0	56	0	0	0	1	1	0	0	0	0	0	15	0	0	2	0
504492	0	0	0	3	1	1	0	0	0	0	1	1	2	3	11	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	4	4	0	0	0	0	0	0	1	29	0	0	0	4	0	1	2	0	0	0	0	0	2	1	2	0	4	0	0
New.CleanUp.ReferenceOTU32287	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU59683	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
New.ReferenceOTU9	0	3	5	3	37	1	1	23	12	12	52	28	1	91	194	0	0	3	0	15	0	0	66	0	1	6	0	19	0	1	14	1	0	45	47	0	4	1	2	0	0	14	183	0	0	0	538	6	9	0	5	3	0	0	0	0	0	100	0	0	1	0
New.CleanUp.ReferenceOTU71683	0	0	0	0	2	1	0	0	0	0	0	0	0	3	5	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	2	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0
New.CleanUp.ReferenceOTU4088	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
406064	0	0	2	6	17	0	1	4	1	1	1	2	0	21	2	0	1	0	0	5	0	0	2	0	1	0	1	0	0	0	2	0	0	0	3	0	1	0	2	0	0	0	103	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0
New.CleanUp.ReferenceOTU78128	0	0	0	3	0	1	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU64685	0	0	1	1	0	4	0	0	0	0	5	0	2	39	1	0	1	1	7	2	0	1	0	0	0	1	0	0	0	0	0	0	4	0	2	0	1	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
751209	1	0	0	0	0	6	0	0	0	0	1	0	0	9	0	0	1	0	3	0	0	0	0	0	0	1	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
984831	7	39	129	17	31	15	3	1	34	15	10	3	20	46	8	9	16	9	19	12	3	26	18	3	1	4	16	15	7	36	46	7	20	11	30	80	4	40	9	0	6	15	137	1	21	9	2	16	3	3	8	26	37	26	0	27	7	21	9	8	116	19
New.CleanUp.ReferenceOTU64759	1	0	14	8	6	1	0	0	5	4	0	0	0	4	0	1	3	11	0	8	0	13	8	0	0	0	0	8	0	2	5	4	1	0	4	4	1	4	5	0	0	6	2	0	0	0	0	9	0	1	3	4	16	0	0	15	1	1	1	4	5	12
New.ReferenceOTU235	83	61	402	621	56	25	9	0	207	29	40	9	15	148	10	182	540	574	120	356	0	473	465	29	13	9	2	247	32	9	81	329	7	22	216	467	2	177	430	0	20	76	17	3	142	2	5	607	0	65	148	288	463	1	0	563	65	11	239	23	260	143
New.CleanUp.ReferenceOTU50806	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
New.CleanUp.ReferenceOTU64369	1	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	3	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0
New.CleanUp.ReferenceOTU71307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	1	0	0
New.CleanUp.ReferenceOTU42104	1	0	2	4	0	0	0	0	0	0	1	0	0	0	0	1	2	1	0	4	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	1	0	0	1	2	4	0	0	3	1	0	6	0	1	1
New.CleanUp.ReferenceOTU80439	0	0	0	0	0	0	0	31	0	0	0	0	0	0	5	0	8	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU36200	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
New.CleanUp.ReferenceOTU76775	0	2	2	13	1	0	0	0	1	2	0	0	0	1	0	4	3	7	0	5	0	1	9	1	0	0	0	3	4	0	5	1	0	0	2	9	1	0	14	0	2	1	0	0	0	0	5	3	0	0	2	3	7	0	0	5	0	0	3	7	6	0
New.CleanUp.ReferenceOTU2530	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
New.CleanUp.ReferenceOTU46244	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU69649	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU46275	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0
New.CleanUp.ReferenceOTU25215	1	1	0	4	0	33	1	7	6	0	0	5	2	0	0	1	1	0	0	3	4	1	0	0	0	1	3	0	3	0	1	1	0	2	0	5	1	0	4	0	0	0	2	9	0	0	3	0	0	2	2	0	6	0	0	0	0	0	0	1	0	0
New.CleanUp.ReferenceOTU56687	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	1	2	0	0	0	0	1	1	0	0	0	0	0	1	0	5	0	0	0	0	1	6	0	5	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU14691	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU81860	1	0	0	1	0	0	0	1	2	0	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.ReferenceOTU82	0	2	0	3	0	1	0	0	2	0	0	0	0	0	3	2	0	0	0	9	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
New.ReferenceOTU330	3	8	2	81	1	3	2	89	26	1	0	3	0	0	10	321	0	1	0	41	25	2	5	0	0	7	7	2	31	0	8	2	0	0	4	22	0	1	3	0	6	0	4	13	3	0	14	0	0	0	12	1	1	0	3	0	1	2	0	11	1	1
New.CleanUp.ReferenceOTU60145	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU57355	0	0	0	2	1	0	0	0	0	0	0	1	0	1	6	0	1	3	0	7	0	0	3	0	0	0	0	1	1	0	2	0	0	2	1	0	0	0	2	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
New.CleanUp.ReferenceOTU20750	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0
New.ReferenceOTU66	0	0	1	0	1	1	1	0	0	1	0	0	1	1	1	0	0	0	0	7	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	55	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU42507	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	91	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU25124	1	0	0	6	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU3490	0	0	0	2	0	0	0	4	0	0	0	0	1	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU78192	0	1	2	2	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	2	5	0	0	0	0	0	0	0	0	0	2	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
New.CleanUp.ReferenceOTU31753	1	0	1	5	0	0	0	0	0	0	2	4	0	2	2	1	1	4	0	6	0	1	3	0	0	0	0	3	0	0	2	8	1	1	6	0	7	1	10	0	0	2	0	2	0	0	1	2	0	0	5	1	5	0	0	1	2	1	1	8	2	0
New.CleanUp.ReferenceOTU65123	1	0	0	0	1	1	0	0	0	0	1	3	2	0	0	3	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	2	2	1	0	0	4	0	0	0	4	0	0
New.CleanUp.ReferenceOTU69309	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0
New.CleanUp.ReferenceOTU51918	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	3	4	0	0	0	4	0	0	0	0	0	0
New.CleanUp.ReferenceOTU52759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0
New.CleanUp.ReferenceOTU64968	0	0	0	0	2	4	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	3	0	0	0	0	0	2	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
New.ReferenceOTU52	2	3	4	3	0	0	0	1	1	2	0	0	0	1	4	0	8	1	0	2	0	3	4	0	0	0	1	1	7	0	3	2	1	0	2	11	0	1	5	0	1	0	1	1	3	0	3	5	0	1	2	2	3	0	0	5	0	3	9	4	3	1
992354	145	492	354	568	48	222	116	163	175	113	66	59	47	117	237	287	488	372	187	329	247	291	476	272	107	103	428	219	464	9	412	224	117	293	334	965	76	102	671	0	206	63	198	93	335	12	430	345	5	84	401	399	346	5	39	468	54	40	366	467	454	46
New.CleanUp.ReferenceOTU50472	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0
New.CleanUp.ReferenceOTU69942	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	1	2	0	0	0	2	0	0	0	0	0	0
New.CleanUp.ReferenceOTU6015	0	15	2	2	0	1	0	1	0	0	0	1	0	0	0	24	2	5	1	0	5	2	0	0	0	8	0	0	1	0	0	1	0	0	0	10	1	0	0	0	6	1	0	1	1	0	5	0	0	0	8	5	0	0	1	0	0	1	0	10	3	0
New.CleanUp.ReferenceOTU77187	0	1	8	8	0	3	0	1	2	1	2	0	1	1	5	2	4	8	0	2	0	8	1	0	1	0	1	1	1	2	0	1	1	1	8	6	1	0	0	0	2	0	2	0	2	4	8	4	0	0	3	2	4	0	0	9	2	1	2	5	5	5
New.CleanUp.ReferenceOTU44748	1	0	0	1	0	1	0	0	1	0	0	0	0	2	0	0	0	1	0	2	0	0	2	0	0	0	0	1	1	0	0	3	0	1	4	1	1	0	0	0	0	0	1	2	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	4	1	0
New.CleanUp.ReferenceOTU37981	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0
New.CleanUp.ReferenceOTU69785	0	1	0	3	0	0	0	0	0	0	0	0	0	0	2	3	0	4	0	1	0	0	0	0	0	1	0	1	4	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0
New.CleanUp.ReferenceOTU84599	3	0	0	1	1	0	0	0	0	0	1	1	0	1	4	5	1	7	0	1	0	0	0	4	0	0	3	2	1	0	1	2	0	3	5	3	0	0	2	0	0	0	2	0	0	0	4	3	0	0	3	1	0	0	0	3	0	0	0	28	0	0
New.CleanUp.ReferenceOTU43092	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU1956	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
New.ReferenceOTU503	44	44	42	158	23	73	2	84	51	33	49	71	20	36	109	124	72	281	48	102	99	11	156	55	45	34	149	139	349	2	126	243	42	151	217	158	171	21	300	1	45	31	55	35	23	7	118	144	0	144	205	61	129	2	5	70	134	11	217	397	76	7
New.CleanUp.ReferenceOTU76460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
New.CleanUp.ReferenceOTU25908	0	12	0	1	0	1	0	0	0	0	0	0	0	0	0	5	0	2	0	2	2	0	1	0	0	0	0	1	1	0	1	0	0	1	0	2	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0
New.ReferenceOTU374	1	8	1	0	0	0	0	2	1	1	7	0	0	3	1	0	2	3	4	13	2	0	0	1	0	12	5	22	3	0	3	3	0	1	0	2	1	0	3	0	1	1	1	5	1	0	5	1	0	1	21	17	0	0	5	9	0	0	2	7	23	0
New.CleanUp.ReferenceOTU68547	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU48810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
New.ReferenceOTU410	3	2	1	11	0	4	0	3	2	3	0	0	0	0	8	15	0	0	0	6	11	0	1	0	0	2	1	0	5	0	8	0	0	3	5	0	0	0	1	0	0	0	3	2	0	0	5	0	0	0	6	0	6	0	0	0	0	0	1	0	3	0
New.CleanUp.ReferenceOTU70911	0	1	0	15	0	2	0	0	1	7	1	0	0	0	6	4	0	0	0	7	8	0	0	0	0	0	1	0	4	0	2	0	0	1	5	0	0	0	2	0	2	1	1	4	0	0	3	0	0	0	3	0	3	0	0	0	0	0	0	0	7	0
New.CleanUp.ReferenceOTU6335	0	5	0	1	0	0	0	0	0	0	0	0	11	0	0	43	0	6	0	1	1	0	4	0	0	56	0	0	1	0	0	1	0	0	0	0	0	0	0	0	84	0	0	0	0	0	16	2	0	1	76	82	0	0	23	45	0	0	0	2	5	0
New.CleanUp.ReferenceOTU70729	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	3	3	0	0	0	2	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU13342	56	20	43	111	5	23	0	18	7	16	4	3	1	36	19	8	107	28	5	31	9	21	130	2	10	3	8	21	157	5	106	35	9	9	103	267	12	12	96	0	32	10	8	6	91	9	55	65	0	3	23	101	32	0	0	46	10	7	242	67	188	6
New.CleanUp.ReferenceOTU64413	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU79317	1	0	0	4	0	1	0	0	0	0	2	0	0	0	1	0	6	2	0	0	0	0	3	0	0	0	1	3	2	0	3	1	0	0	5	5	0	0	3	0	2	1	0	0	4	0	4	4	0	0	0	3	0	0	0	0	0	0	3	4	3	0
