OTUID	SA118VXL	SA001V3L	SA002V1R	SA008V3R	SA009V3R	SA016V3R	SA024V3L	SA053V1R	SA055V3R	SA056V1R	SA057V1R	SA058V1L	SA064V5L	SA066V1R	SA069V3R	SA074V1R	SA076V1R	SA071VXR	SA077V1R	SA078V1R	SA081V1L	SA082V1R	SA087V1L	SA088V3L	SA094V1L	SA096V1R	SA091V1R	SA100V1L	SA101V1L	SA098V1L	SA104V1L	SA105V1L	SA106V1L	SA112V1R	SA115V1L	SA116V1L	SA120V1L	SA122V1L	SA123V1L	SA125V1L	SA126V1L	SA130V1R	SA132VXR	SA133V1R	SA135V1R	SA140V1R	SA141V1R	SA142V1L	SA143V1R	SA144V1L	SA145V1L	SA146V1L	SA147V1L	SA148V1L	SA121VXL	SA138V1R	SA114VXR	SA070V1L	SA084V1L	SA039V5L	SA109V1R	SA127V1L
New.ReferenceOTU147	247	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	6	0	9	0	7	0	0	0	0	1	0	5	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU32412	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.ReferenceOTU497	0	0	0	1	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	15	0	0	0	0	0	0	1	0	1	1	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
New.CleanUp.ReferenceOTU16112	1	0	0	1	0	0	0	0	2	0	295	2	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	374	0	36	0	0	0	0	0	1	1	0	1	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0
New.CleanUp.ReferenceOTU52084	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
851704	6	0	0	0	0	0	1	86	29	0	0	1	1	0	1	11	0	0	0	7	0	3	0	1	0	6	0	0	9	0	6	0	0	84	0	0	3	1	0	0	2	0	5	0	0	2	0	0	0	0	9	0	2	0	0	0	0	0	0	0	0	0
1866742	0	0	0	0	1	0	0	5	5	0	0	0	0	1	0	2	5	0	0	5	0	8	0	0	0	9	0	0	0	0	1	0	0	3	1	19	0	0	0	0	0	0	0	6	0	0	3	0	0	0	2	0	0	0	0	1	0	0	0	0	2	0
3452790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	3	56	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
133372	0	0	0	0	0	13	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	3	46	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0
880506	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	115	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
856920	0	13	1	1	0	7	6	9	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	4	0	0	4	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	152	0	151	0	2	0	1	0	0	0	0	0	6	0	0	0
1007750	0	19	0	0	0	5	0	0	0	0	2	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	7	1	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
266777	0	0	1	0	0	11	0	20	0	0	17	1	0	0	10	3	0	0	0	7	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	1	0	0	0	1	0	0	0	0	0
New.CleanUp.ReferenceOTU75206	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	2	0	0
New.CleanUp.ReferenceOTU40456	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	10	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	5	0	0
New.CleanUp.ReferenceOTU57255	1	1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1	1	0	14	0	0	0	1	0	0	1	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.ReferenceOTU378	32	52	3	11	12	1	0	1	16	10	50	3	1	0	12	0	15	182	3	43	1	0	1	33	2	5	39	33	2	0	12	4	0	34	39	8	1	27	4	0	0	0	30	0	32	0	1	119	0	0	1	18	50	0	0	6	0	0	0	56	0	0
New.CleanUp.ReferenceOTU79930	8	2	0	2	16	3	0	0	5	7	0	13	0	0	1	0	7	6	0	5	0	0	0	0	0	2	1	1	0	0	8	0	0	10	0	1	0	4	6	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0
New.ReferenceOTU63	24	5	0	4	5	0	0	3	13	9	31	12	0	0	15	7	2	61	1	36	4	0	0	5	0	2	10	18	8	0	5	8	0	28	22	0	4	9	2	0	0	0	24	1	3	0	7	28	0	1	1	1	21	0	0	0	0	0	0	27	0	0
New.CleanUp.ReferenceOTU44901	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
New.CleanUp.ReferenceOTU47452	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	1	1	3	0	0	0	1	0	13	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0
New.CleanUp.ReferenceOTU45627	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
New.CleanUp.ReferenceOTU68136	1	3	0	0	0	0	0	0	1	1	10	2	0	0	1	0	0	5	0	8	2	0	0	1	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	14	2	0	0	0	0	0	0	4	0	0
New.CleanUp.ReferenceOTU6615	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
New.CleanUp.ReferenceOTU78057	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	3	0	0
New.CleanUp.ReferenceOTU25111	12	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU76160	5	0	0	0	0	0	0	0	1	0	3	0	0	0	1	0	0	19	0	3	0	0	0	3	0	0	1	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	1	8	0	0	0	0	2	0	0	0	0	0	0	14	0	0
494906	15	6	0	4	2	0	0	1	4	1	12	0	0	0	5	2	1	42	0	9	1	0	0	10	0	0	1	5	0	0	2	1	0	8	3	1	0	1	1	0	0	0	2	0	0	0	1	12	0	0	0	0	5	0	0	0	0	0	0	31	0	0
503406	23	4	0	4	2	1	0	0	4	3	18	4	2	0	2	3	1	45	0	8	1	0	0	15	0	5	2	11	0	0	3	4	0	11	7	1	0	1	1	0	0	0	5	0	4	0	1	24	0	1	1	5	6	0	0	2	0	0	0	35	0	0
New.CleanUp.ReferenceOTU23183	3	0	0	1	0	0	0	1	1	0	5	1	0	0	2	0	0	32	2	5	0	0	0	2	0	2	2	9	0	0	0	0	0	8	4	0	1	1	1	0	0	0	0	0	0	0	0	14	0	0	1	0	4	0	0	0	0	0	0	18	0	0
New.CleanUp.ReferenceOTU29587	0	0	1	0	0	0	0	2	0	0	1	0	0	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	10	0	0
New.CleanUp.ReferenceOTU47100	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
New.CleanUp.ReferenceOTU61714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0
654307	0	0	4	0	0	2	0	8	0	0	6	4	1	0	81	53	0	0	1	0	0	0	0	0	2	0	0	0	5	0	0	0	0	10	7	0	0	0	1	0	0	0	22	1	0	0	17	0	0	0	0	0	1	0	0	0	0	0	0	139	0	0
1098434	0	0	10	1	0	23	13	7	0	0	26	6	4	0	41	0	14	0	85	10	0	0	0	0	2	0	0	0	0	0	3	0	0	50	0	0	0	0	29	0	0	3	17	0	0	1	80	0	0	6	0	0	2	0	0	0	0	0	0	16	0	0
New.CleanUp.ReferenceOTU12619	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0
950922	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
495052	0	0	0	0	0	3	4	0	0	0	0	1	3	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU40536	0	0	2	0	44	9	0	0	1	16	0	42	4	0	0	0	11	0	0	0	0	0	0	0	2	17	0	0	0	12	16	0	0	53	0	0	0	22	17	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0
New.CleanUp.ReferenceOTU53274	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU26736	0	0	0	6	0	0	0	0	0	0	5	2	1	1	1	0	0	6	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	1	0	1	2	2	0	0	2	1	0	0	0	0	15	0	1	1	0	8	0	0	1	0	0	0	2	0	0
New.CleanUp.ReferenceOTU51864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	12	0	0
New.CleanUp.ReferenceOTU22156	0	0	0	0	0	0	0	0	0	0	3	3	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0
New.ReferenceOTU195	30	7	0	17	12	0	0	36	12	3	161	66	8	19	212	8	5	139	3	5	3	1	0	7	0	7	36	101	32	3	5	62	0	95	109	6	50	42	30	0	3	4	43	0	2	0	6	108	0	93	39	5	68	12	0	6	2	0	0	210	6	1
New.CleanUp.ReferenceOTU19439	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
New.CleanUp.ReferenceOTU2273	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	3	0	0
New.ReferenceOTU83	26	5	0	24	0	1	0	29	6	15	0	6	0	0	234	15	0	2	0	5	2	0	0	0	0	17	6	2	5	0	6	0	0	13	20	0	0	0	1	0	0	2	53	16	0	0	11	1	0	1	7	0	31	0	0	0	0	0	0	1	11	0
New.CleanUp.ReferenceOTU17361	1	0	0	2	0	0	0	0	0	2	0	0	0	0	10	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU6447	1	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU81460	0	0	0	3	0	0	0	0	0	2	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0
New.CleanUp.ReferenceOTU289	5	0	0	0	0	0	0	4	0	0	4	1	0	0	47	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0
New.CleanUp.ReferenceOTU50059	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
New.CleanUp.ReferenceOTU2693	1	0	0	0	0	0	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU27421	7	0	0	1	4	0	0	1	6	0	3	3	1	0	8	0	3	20	1	1	1	0	1	4	0	4	7	12	0	0	2	5	0	10	17	2	3	1	3	0	0	0	10	0	0	0	2	18	0	9	2	4	10	2	0	0	0	0	0	14	1	1
New.CleanUp.ReferenceOTU59808	7	1	0	0	0	0	0	8	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	5	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU56209	1	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0
New.CleanUp.ReferenceOTU81190	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
New.CleanUp.ReferenceOTU43563	2	1	0	0	0	0	0	0	1	0	7	1	0	0	18	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	1	0	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0
New.ReferenceOTU205	10	1	0	3	2	0	0	12	0	0	31	1	2	3	42	1	2	8	0	0	0	0	0	0	0	1	5	29	3	0	1	9	0	11	11	0	8	7	2	0	0	9	10	0	0	0	0	13	0	29	9	1	15	1	0	0	0	0	0	47	0	0
New.CleanUp.ReferenceOTU18755	1	0	0	0	11	0	0	0	1	5	0	6	1	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	2	5	0	1	6	0	0	0	11	10	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU35611	4	1	0	4	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0
New.CleanUp.ReferenceOTU24829	2	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	0	0
1039584	0	0	0	0	0	0	0	0	0	0	0	0	0	4	32	0	0	0	0	3	0	0	0	0	0	0	0	9	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14287	0	0	0	0	0	3	0	0	0	0	3	0	0	2	2	5	17	0	271	16	0	0	0	0	0	3	0	1	4	0	0	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	5	0	0	0	28	0	0	0	0	0	0
New.CleanUp.ReferenceOTU45452	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0
495396	0	0	0	0	0	1	0	25	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	30	0	0	0	0	0	0	0	0	40	0	0	0	2	0	335	7	0	2	0	0	0	0	0	0	0	2	0	0
207936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	2	0	0
1000592	0	0	1	0	0	0	0	1	0	0	0	1	0	0	43	104	2	0	138	5	0	1	0	0	0	0	0	11	0	0	0	0	0	11	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	171	0	0
1097113	0	0	1	0	0	1	0	3	0	0	0	0	0	0	13	0	0	0	60	2	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
503372	0	0	0	0	0	0	0	1	0	0	1	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
930873	0	0	1	0	0	0	0	32	0	0	15	9	2	0	51	4	0	0	115	2	11	7	0	0	0	0	22	0	0	0	2	0	0	768	0	0	1	0	16	0	2	0	1	0	0	0	7	0	0	28	6	3	3	0	0	120	0	0	0	1	0	0
505251	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	119	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
505311	0	39	0	8	0	0	0	0	2	0	1	0	3	0	0	0	0	102	0	11	0	0	2	0	0	0	18	0	5	0	0	0	0	8	8	13	0	0	2	0	0	0	63	1	0	0	4	0	98	0	0	1	0	0	0	0	0	0	0	0	0	0
1033679	6	792	0	3	0	0	0	2	5	0	2	3	1	3	8	1	3	459	1	0	4	0	1	33	0	5	443	11	6	0	1	2	0	11	3	246	1	7	5	0	0	0	6	1	1	3	1	9	7	6	4	33	6	3	0	1	0	0	0	21	3	0
426372	19	1	0	0	0	0	0	3	0	0	4	1	0	0	46	0	1	0	0	0	0	0	0	0	0	1	1	5	0	0	0	0	0	4	2	0	0	2	1	0	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	34	0	0
1029165	1284	37	0	1	36	0	0	1885	15	49	1278	43	9	10	6330	16	167	27	0	8	0	4	7	0	0	374	37	290	0	0	33	0	0	485	146	5	0	22	15	0	0	1	447	16	0	4	84	0	631	189	0	1	1	0	0	4	0	2	0	464	0	0
503394	6	2	0	4	3	2	0	2	14	0	78	11	2	4	184	0	6	6	2	0	1	14	0	14	0	3	8	12	1	0	11	3	0	19	26	3	1	0	2	0	0	0	114	6	3	0	11	3	1	87	1	0	3	3	0	3	0	0	0	17	2	1
365056	0	0	2	1	0	3	0	13	2	0	183	17	0	45	188	0	0	0	0	2	0	3	0	0	0	0	0	1	5	0	8	0	0	25	14	10	0	0	1	0	0	0	59	2	0	0	11	0	3	65	0	1	4	0	0	18	0	0	0	13	0	0
503387	0	0	0	0	0	0	0	0	0	0	6	2	0	0	10	0	0	1	0	0	2	0	0	0	0	0	0	2	0	0	1	0	0	2	4	0	1	1	0	0	0	0	2	1	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	2	0	0
451449	201	261	0	49	1	1	0	0	30	0	0	2	17	14	57	0	389	82	0	1	50	0	1	2	0	0	0	230	0	0	4	0	0	16	255	0	8	132	3	0	0	1	443	5	0	1	2	1	0	16	68	0	225	0	0	0	2	1	0	384	0	0
New.CleanUp.ReferenceOTU53334	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	1
New.CleanUp.ReferenceOTU65497	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
383714	501	483	4	142	77	1	3	548	466	69	7	104	4	39	812	8	142	754	89	28	93	4	20	5167	2	729	2179	526	169	28	167	321	0	1794	342	278	29	139	300	0	1	11	66	3	552	1	42	973	848	121	150	502	230	747	1	102	0	2	0	486	506	25
New.CleanUp.ReferenceOTU60006	2	0	0	0	0	0	0	0	0	0	3	3	0	0	1	0	0	4	0	0	0	0	0	0	0	0	2	1	0	0	1	3	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	5	0	0	3	0	3	0	0	0	0	0	0	8	0	0
New.CleanUp.ReferenceOTU17133	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0
360635	0	0	1	2	0	1	0	0	2	0	2	0	3	0	18	0	0	0	0	0	0	0	0	5	0	9	2	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	226	1	0	0	0	1	0	21	0	0	0	2	0	0
New.ReferenceOTU4	8	3	0	7	0	0	0	8	0	2	1	1	0	1	8	5	0	15	0	2	2	0	1	15	0	4	12	4	10	0	1	4	0	8	6	3	3	0	13	0	0	1	4	0	0	0	2	11	0	3	14	2	6	0	0	1	0	0	1	41	2	0
New.CleanUp.ReferenceOTU13014	2	15	0	5	0	0	0	2	3	2	1	2	0	0	11	0	6	23	1	1	4	0	0	51	0	8	25	4	6	0	5	2	0	14	18	6	0	1	2	0	0	0	5	0	3	0	2	20	0	2	1	3	8	1	0	2	0	0	0	20	7	0
New.CleanUp.ReferenceOTU68640	0	0	2	0	1	0	0	0	0	0	9	2	0	3	1	0	0	0	3	2	0	0	0	0	0	0	0	1	0	0	0	0	0	14	9	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU76823	0	0	0	0	0	0	0	1	0	0	2	1	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	1	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
968363	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
503197	0	0	2	0	0	6	0	9	0	0	40	95	3	0	9	2	8	0	2	1	0	0	0	0	0	15	0	2	0	0	0	0	0	121	1	0	0	0	0	0	0	3	2	0	0	0	125	0	170	0	3	1	0	0	0	0	1	0	0	0	0	0
503236	0	4	3	0	0	7	0	0	0	0	8	0	0	1	33	17	2	1	69	5	0	0	0	0	1	5	0	0	6	0	7	0	0	31	0	0	0	0	0	0	0	0	6	0	0	0	10	0	191	2	1	0	4	0	0	0	0	0	0	8	0	0
495084	0	10	6	0	1	24	0	13	4	0	271	38	3	2	159	0	0	0	82	18	0	0	5	0	1	3	0	15	0	0	2	0	0	449	3	0	0	0	21	0	0	1	59	7	0	0	192	0	149	25	12	0	2	0	0	0	0	0	0	0	0	0
1090458	0	0	1	0	0	0	0	0	0	0	10	3	0	0	8	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	10	1	0	0	1	1	0	0	0	2	0	0	0	8	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
219668	0	0	15	0	0	3	0	0	0	0	12	0	2	0	16	0	0	1	0	0	0	0	0	0	0	5	0	1	0	0	8	0	0	6	0	0	0	0	1	0	0	0	2	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
424038	0	0	5	0	0	2	0	0	0	0	95	0	3	0	12	58	0	0	0	2	0	0	0	0	2	0	0	2	5	0	0	0	0	3	0	0	0	0	0	0	0	2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
New.CleanUp.ReferenceOTU71147	0	0	0	0	0	1	0	1	0	0	5	9	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	9	3	0	0	0	1	0	0	0	1	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU23033	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
